title,experience,salary,location,job_type,url,company,description,posted_date,company_logo,apply_link,country,source,ingestion_timestamp
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"Position: Part Time Customer Support Advisor at Trinity Estates. Location: Hemel Hempstead, Head Office. Working Hours: 09:00 – 17:15, ( Part Time hours during these core hours. Salary: Pro Rata £23,700 per annum. About Trinity Estates. Trinity are one of the largest residential property management …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/register/apply?autoapply=223341005,UK,cv_library,2025-04-13T14:20:38.008122
Sourcing Manager,,,WA16 6EZ,,https://www.cv-library.co.uk/job/223328068,Barclays Bank PLC,"Position: Part Time Customer Support Advisor at Trinity Estates. Location: Hemel Hempstead, Head Office. Working Hours: 09:00 – 17:15, ( Part Time hours during these core hours. Salary: Pro Rata £23,700 per annum. About Trinity Estates. Trinity are one of the largest residential property management …more",,https://www.cv-library.co.uk/logo/small/87b0f0f4e0454b8f84d9dec499dfeb57,https://www.cv-library.co.uk/register/apply?autoapply=223341005,UK,cv_library,2025-04-13T14:20:38.163872
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Position: Part Time Customer Support Advisor at Trinity Estates. Location: Hemel Hempstead, Head Office. Working Hours: 09:00 – 17:15, ( Part Time hours during these core hours. Salary: Pro Rata £23,700 per annum. About Trinity Estates. Trinity are one of the largest residential property management …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/register/apply?autoapply=223341005,UK,cv_library,2025-04-13T14:20:40.898481
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Position: Part Time Customer Support Advisor at Trinity Estates. Location: Hemel Hempstead, Head Office. Working Hours: 09:00 – 17:15, ( Part Time hours during these core hours. Salary: Pro Rata £23,700 per annum. About Trinity Estates. Trinity are one of the largest residential property management …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/register/apply?autoapply=223341005,UK,cv_library,2025-04-13T14:20:43.008544
Physical Health Nurse,,"£36,500/yearly",EX15 1EA,Permanent,https://www.cv-library.co.uk/job/223341137,Elysium Healthcare,"Our client is market leader within the care industry and work with 43 local authorities and county councils, and provide direct services to HM Government Home Office. They have become the provider of choice to so many local authorities UK wide and continue to set uprecedented care standards within …more",2025-04-11T16:08:32Z,https://www.cv-library.co.uk/logo/big/0133b985d4c34dc1ac65e1e39879f40b,https://www.cv-library.co.uk/job/223341237/Team-Leader-Children-s-Care-Home/apply,UK,cv_library,2025-04-13T14:20:48.834802
Bank Nurse,,£17.87/hourly,NP4 0AH,Permanent,https://www.cv-library.co.uk/job/223341138,Elysium Healthcare,"Our client is market leader within the care industry and work with 43 local authorities and county councils, and provide direct services to HM Government Home Office. They have become the provider of choice to so many local authorities UK wide and continue to set uprecedented care standards within …more",2025-04-11T16:08:32Z,https://www.cv-library.co.uk/logo/big/0133b985d4c34dc1ac65e1e39879f40b,https://www.cv-library.co.uk/job/223341237/Team-Leader-Children-s-Care-Home/apply,UK,cv_library,2025-04-13T14:20:48.911416
Support Worker,,£12.45/hour,CT13 0AW,,https://www.cv-library.co.uk/job/223215403,Turning Point,"Field Service Engineer, Medical X-Ray & CT Systems. Overall Earnings £55,000 to £60,000 (Including Bonus and Overtime. Basic Salary £40,000 to £45,000. Door to Door Overtime. 10% Bonus. Company Car or Car Allowance. Pension. Private Medical Cover. Life Assurance. 25 Days Holiday. Full and …more",,https://www.cv-library.co.uk/logo/small/9be6faad226a4e3287f1ee90df4ef6d4,https://www.cv-library.co.uk/job/223342255/Field-Service-Engineer-Medical-X-Ray-CT-Systems/apply,UK,cv_library,2025-04-13T14:20:42.704863
Head Chef,,,CV34,,https://www.cv-library.co.uk/job/223291183,Royal Shakespeare Company,"Field Service Engineer, Medical X-Ray & CT Systems. Overall Earnings £55,000 to £60,000 (Including Bonus and Overtime. Basic Salary £40,000 to £45,000. Door to Door Overtime. 10% Bonus. Company Car or Car Allowance. Pension. Private Medical Cover. Life Assurance. 25 Days Holiday. Full and …more",,https://www.cv-library.co.uk/logo/small/6ada1a0d68ed4e1f8b0f7c783f7aaf86,https://www.cv-library.co.uk/job/223342255/Field-Service-Engineer-Medical-X-Ray-CT-Systems/apply,UK,cv_library,2025-04-13T14:20:42.743946
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"Job Role: Stonemason. Area: Canterbury. Salary: £30,000 - £40,000 DOE. I am working with a leading supplier of fully bespoke headstones and memorials. Responsibilities include. Production and finishing of memorial stones. Sandblasting. Padding stones. Memorial Installation. Gilding and painting …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/job/223341002/Stonemason-Canterbury/apply,UK,cv_library,2025-04-13T14:20:50.322882
Sourcing Manager,,,WA16 6EZ,,https://www.cv-library.co.uk/job/223328068,Barclays Bank PLC,"Job Role: Stonemason. Area: Canterbury. Salary: £30,000 - £40,000 DOE. I am working with a leading supplier of fully bespoke headstones and memorials. Responsibilities include. Production and finishing of memorial stones. Sandblasting. Padding stones. Memorial Installation. Gilding and painting …more",,https://www.cv-library.co.uk/logo/small/87b0f0f4e0454b8f84d9dec499dfeb57,https://www.cv-library.co.uk/job/223341002/Stonemason-Canterbury/apply,UK,cv_library,2025-04-13T14:20:50.856564
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Job Role: Stonemason. Area: Canterbury. Salary: £30,000 - £40,000 DOE. I am working with a leading supplier of fully bespoke headstones and memorials. Responsibilities include. Production and finishing of memorial stones. Sandblasting. Padding stones. Memorial Installation. Gilding and painting …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341002/Stonemason-Canterbury/apply,UK,cv_library,2025-04-13T14:20:52.882808
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Job Role: Stonemason. Area: Canterbury. Salary: £30,000 - £40,000 DOE. I am working with a leading supplier of fully bespoke headstones and memorials. Responsibilities include. Production and finishing of memorial stones. Sandblasting. Padding stones. Memorial Installation. Gilding and painting …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341002/Stonemason-Canterbury/apply,UK,cv_library,2025-04-13T14:20:55.133046
Import / Export Coordinator,,,"Ipswich, Suffolk",Permanent,https://www.cv-library.co.uk/job/223341261,Simarco International Limited,Join a leading recruitment company and become an essential part of our dynamic and growing team. We are on a hunt for an experienced HGV 1 driver to deliver exceptional service to our clients and customers with no serious offences and ability to work independently and as part of a team. SHIFTS. Day …more,2025-04-11T16:56:41Z,https://www.cv-library.co.uk/logo/big/5cc2265b060348afa98fd57692941674,https://www.cv-library.co.uk/job/223341405/HGV-Class-1-Driver/apply,UK,cv_library,2025-04-13T14:20:55.528012
Sales and Support Agent,,"£26,000/annum Bonus opportunities","Belper, Derbyshire",Permanent,https://www.cv-library.co.uk/job/223341257,Brook Street,Join a leading recruitment company and become an essential part of our dynamic and growing team. We are on a hunt for an experienced HGV 1 driver to deliver exceptional service to our clients and customers with no serious offences and ability to work independently and as part of a team. SHIFTS. Day …more,2025-04-11T16:52:12Z,https://www.cv-library.co.uk/logo/big/4d1d54efe5d642ea9d6ff65fb073cdb4,https://www.cv-library.co.uk/job/223341405/HGV-Class-1-Driver/apply,UK,cv_library,2025-04-13T14:20:56.338952
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Project Manager - Cladding. Contract (12 months remaining) or Temp / Perm. North London (10 mins from underground or parking on site available. Start ASAP. The Role. Hands on and driven Project Manager required for a main contractor to deliver an existing cladding project in North London, with c12 …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341012/Project-Manager/apply,UK,cv_library,2025-04-13T14:20:51.119547
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Project Manager - Cladding. Contract (12 months remaining) or Temp / Perm. North London (10 mins from underground or parking on site available. Start ASAP. The Role. Hands on and driven Project Manager required for a main contractor to deliver an existing cladding project in North London, with c12 …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341012/Project-Manager/apply,UK,cv_library,2025-04-13T14:20:53.757240
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Project Manager - Cladding. Contract (12 months remaining) or Temp / Perm. North London (10 mins from underground or parking on site available. Start ASAP. The Role. Hands on and driven Project Manager required for a main contractor to deliver an existing cladding project in North London, with c12 …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341012/Project-Manager/apply,UK,cv_library,2025-04-13T14:20:55.653401
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Evolve are recruiting for a leading healthcare organisation who are seeking a Key Account Manager to join their team. Focusing on Biosimilars, you'll be responsible for the promotion and profitable sales of our clients Biosimilars product range and supporting services. This is a full-time roles …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341003/Key-Account-Manager/apply,UK,cv_library,2025-04-13T14:20:54.753479
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Evolve are recruiting for a leading healthcare organisation who are seeking a Key Account Manager to join their team. Focusing on Biosimilars, you'll be responsible for the promotion and profitable sales of our clients Biosimilars product range and supporting services. This is a full-time roles …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341003/Key-Account-Manager/apply,UK,cv_library,2025-04-13T14:20:56.202369
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,Registered Home Manager - Ipswich. Nurse Seekers are proud to be assisting a well respected care group in their search for a Registered Manager to manage their residential Care Home located close to Ipswich. The group prides itself on providing the highest levels of care and is seeking an …more,,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/job/223341020/Registered-Home-Manager/apply,UK,cv_library,2025-04-13T14:20:53.031718
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,Registered Home Manager - Ipswich. Nurse Seekers are proud to be assisting a well respected care group in their search for a Registered Manager to manage their residential Care Home located close to Ipswich. The group prides itself on providing the highest levels of care and is seeking an …more,2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341020/Registered-Home-Manager/apply,UK,cv_library,2025-04-13T14:20:53.604663
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,Registered Home Manager - Ipswich. Nurse Seekers are proud to be assisting a well respected care group in their search for a Registered Manager to manage their residential Care Home located close to Ipswich. The group prides itself on providing the highest levels of care and is seeking an …more,2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341020/Registered-Home-Manager/apply,UK,cv_library,2025-04-13T14:20:56.146761
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,Registered Home Manager - Ipswich. Nurse Seekers are proud to be assisting a well respected care group in their search for a Registered Manager to manage their residential Care Home located close to Ipswich. The group prides itself on providing the highest levels of care and is seeking an …more,2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341020/Registered-Home-Manager/apply,UK,cv_library,2025-04-13T14:20:57.489282
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"Position: Part Time Customer Support Advisor at Trinity Estates. Location: Hemel Hempstead, Head Office. Working Hours: 09:00 – 17:15, ( Part Time hours during these core hours. Salary: Pro Rata £23,700 per annum. About Trinity Estates. Trinity are one of the largest residential property management …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/register/apply?autoapply=223341005,UK,cv_library,2025-04-13T14:20:53.601663
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Position: Part Time Customer Support Advisor at Trinity Estates. Location: Hemel Hempstead, Head Office. Working Hours: 09:00 – 17:15, ( Part Time hours during these core hours. Salary: Pro Rata £23,700 per annum. About Trinity Estates. Trinity are one of the largest residential property management …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/register/apply?autoapply=223341005,UK,cv_library,2025-04-13T14:20:56.511658
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Position: Part Time Customer Support Advisor at Trinity Estates. Location: Hemel Hempstead, Head Office. Working Hours: 09:00 – 17:15, ( Part Time hours during these core hours. Salary: Pro Rata £23,700 per annum. About Trinity Estates. Trinity are one of the largest residential property management …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/register/apply?autoapply=223341005,UK,cv_library,2025-04-13T14:20:58.853533
Chaperone (Part-time) Matilda The Musical,,,WC2H 9HU,Part Time,https://www.cv-library.co.uk/job/223310281,Royal Shakespeare Company,The RSC is looking for a Chaperone to join the team at Matilda The Musical in London.. The appointed candidate would ideally start in May 2025.. An experienced chaperone is required to join the Matilda The Musical team to assist in ensuring the safety and well-being of the children whilst in our …more,2025-04-13T03:11:39Z,https://www.cv-library.co.uk/logo/big/ff6d07c4f8164404811a276483071dd2,https://www.cv-library.co.uk/job/223310281/Chaperone-Part-time-Matilda-The-Musical/apply,UK,cv_library,2025-04-13T14:20:52.575300
Qualified Early Years Educator,,"£27,684 - £29,000...",East Dulwich,,https://www.cv-library.co.uk/job/223339654,EDG Nursery,The RSC is looking for a Chaperone to join the team at Matilda The Musical in London.. The appointed candidate would ideally start in May 2025.. An experienced chaperone is required to join the Matilda The Musical team to assist in ensuring the safety and well-being of the children whilst in our …more,,https://www.cv-library.co.uk/logo/small/8baf1039168b4df19bfaef6aec418874,https://www.cv-library.co.uk/job/223310281/Chaperone-Part-time-Matilda-The-Musical/apply,UK,cv_library,2025-04-13T14:20:53.294776
End User Computing Service Manager,,,"Crawley, West Sussex",Permanent,https://www.cv-library.co.uk/job/223341920,UK Power Networks (Operations) Ltd,The RSC is looking for a Chaperone to join the team at Matilda The Musical in London.. The appointed candidate would ideally start in May 2025.. An experienced chaperone is required to join the Matilda The Musical team to assist in ensuring the safety and well-being of the children whilst in our …more,2025-04-13T01:00:07Z,https://www.cv-library.co.uk/logo/big/95262c20acbb4734ba111c3b59c84ad3,https://www.cv-library.co.uk/job/223310281/Chaperone-Part-time-Matilda-The-Musical/apply,UK,cv_library,2025-04-13T14:20:57.987671
Non-Medical Prescriber Nurse,,"£47,776 - £53,508/yearly",LN1 1XG,Permanent,https://www.cv-library.co.uk/job/223197145,Turning Point,"Sales Account Manager, Molecular In-Vitro Diagnostics. * Home Based Role *. On Target Earnings £65,000. Basic salary £55,000. Bonus £10,000. Company Car. Pension. Healthcare. Life Insurance. Phone, Laptop. Holidays. * Excellent opportunity for an experienced diagnostics sales account manager to …more",2025-04-13T06:17:59Z,https://www.cv-library.co.uk/logo/big/29b5eebcdc764ff6885d3914fbf9a1d2,https://www.cv-library.co.uk/job/223342163/Sales-Account-Manager-Molecular-In-Vitro-Diagnostics/apply,UK,cv_library,2025-04-13T14:20:59.075258
Substance Use Nurse,,"£36,582 - £42,042/yearly",OL16 1QU,Permanent,https://www.cv-library.co.uk/job/223342117,Turning Point,"Sales Account Manager, Molecular In-Vitro Diagnostics. * Home Based Role *. On Target Earnings £65,000. Basic salary £55,000. Bonus £10,000. Company Car. Pension. Healthcare. Life Insurance. Phone, Laptop. Holidays. * Excellent opportunity for an experienced diagnostics sales account manager to …more",2025-04-13T06:17:59Z,https://www.cv-library.co.uk/logo/big/29b5eebcdc764ff6885d3914fbf9a1d2,https://www.cv-library.co.uk/job/223342163/Sales-Account-Manager-Molecular-In-Vitro-Diagnostics/apply,UK,cv_library,2025-04-13T14:20:59.079944
Clinical Lead Doctor Addictions – Horizons (Bristol),,,BS2 8PE,Permanent,https://www.cv-library.co.uk/job/223233554,Turning Point,"Sales Account Manager, Molecular In-Vitro Diagnostics. * Home Based Role *. On Target Earnings £65,000. Basic salary £55,000. Bonus £10,000. Company Car. Pension. Healthcare. Life Insurance. Phone, Laptop. Holidays. * Excellent opportunity for an experienced diagnostics sales account manager to …more",2025-04-13T06:17:59Z,https://www.cv-library.co.uk/logo/big/29b5eebcdc764ff6885d3914fbf9a1d2,https://www.cv-library.co.uk/job/223342163/Sales-Account-Manager-Molecular-In-Vitro-Diagnostics/apply,UK,cv_library,2025-04-13T14:20:59.117733
Cook,,"£24,274/yearly",BD22 6AH,Permanent,https://www.cv-library.co.uk/job/223281686,Turning Point,"Sales Account Manager, Molecular In-Vitro Diagnostics. * Home Based Role *. On Target Earnings £65,000. Basic salary £55,000. Bonus £10,000. Company Car. Pension. Healthcare. Life Insurance. Phone, Laptop. Holidays. * Excellent opportunity for an experienced diagnostics sales account manager to …more",2025-04-13T06:17:59Z,https://www.cv-library.co.uk/logo/big/29b5eebcdc764ff6885d3914fbf9a1d2,https://www.cv-library.co.uk/job/223342163/Sales-Account-Manager-Molecular-In-Vitro-Diagnostics/apply,UK,cv_library,2025-04-13T14:20:59.122734
Team Leader,,"£27,379/yearly",PE2 5TS,Permanent,https://www.cv-library.co.uk/job/223302832,Turning Point,"Sales Account Manager, Molecular In-Vitro Diagnostics. * Home Based Role *. On Target Earnings £65,000. Basic salary £55,000. Bonus £10,000. Company Car. Pension. Healthcare. Life Insurance. Phone, Laptop. Holidays. * Excellent opportunity for an experienced diagnostics sales account manager to …more",2025-04-13T06:17:59Z,https://www.cv-library.co.uk/logo/big/29b5eebcdc764ff6885d3914fbf9a1d2,https://www.cv-library.co.uk/job/223342163/Sales-Account-Manager-Molecular-In-Vitro-Diagnostics/apply,UK,cv_library,2025-04-13T14:20:59.128065
Male Support Worker,,£12.45/hourly,CT13 0AW,Permanent,https://www.cv-library.co.uk/job/223321405,Turning Point,"Sales Account Manager, Molecular In-Vitro Diagnostics. * Home Based Role *. On Target Earnings £65,000. Basic salary £55,000. Bonus £10,000. Company Car. Pension. Healthcare. Life Insurance. Phone, Laptop. Holidays. * Excellent opportunity for an experienced diagnostics sales account manager to …more",2025-04-13T03:12:43Z,https://www.cv-library.co.uk/logo/big/29b5eebcdc764ff6885d3914fbf9a1d2,https://www.cv-library.co.uk/job/223342163/Sales-Account-Manager-Molecular-In-Vitro-Diagnostics/apply,UK,cv_library,2025-04-13T14:21:01.243912
Chef de Partie (Variable Hours),,,CV34,Permanent,https://www.cv-library.co.uk/job/223291188,Royal Shakespeare Company,"Sales Account Manager, Molecular In-Vitro Diagnostics. * Home Based Role *. On Target Earnings £65,000. Basic salary £55,000. Bonus £10,000. Company Car. Pension. Healthcare. Life Insurance. Phone, Laptop. Holidays. * Excellent opportunity for an experienced diagnostics sales account manager to …more",2025-04-13T03:11:40Z,https://www.cv-library.co.uk/logo/big/ff6d07c4f8164404811a276483071dd2,https://www.cv-library.co.uk/job/223342163/Sales-Account-Manager-Molecular-In-Vitro-Diagnostics/apply,UK,cv_library,2025-04-13T14:21:01.297171
Head Chef,,,CV34,Permanent,https://www.cv-library.co.uk/job/223291183,Royal Shakespeare Company,"Sales Account Manager, Molecular In-Vitro Diagnostics. * Home Based Role *. On Target Earnings £65,000. Basic salary £55,000. Bonus £10,000. Company Car. Pension. Healthcare. Life Insurance. Phone, Laptop. Holidays. * Excellent opportunity for an experienced diagnostics sales account manager to …more",2025-04-13T03:11:39Z,https://www.cv-library.co.uk/logo/big/ff6d07c4f8164404811a276483071dd2,https://www.cv-library.co.uk/job/223342163/Sales-Account-Manager-Molecular-In-Vitro-Diagnostics/apply,UK,cv_library,2025-04-13T14:21:01.301684
Chef de Partie,,,CV37 6BB,Permanent,https://www.cv-library.co.uk/job/223291187,Royal Shakespeare Company,"Sales Account Manager, Molecular In-Vitro Diagnostics. * Home Based Role *. On Target Earnings £65,000. Basic salary £55,000. Bonus £10,000. Company Car. Pension. Healthcare. Life Insurance. Phone, Laptop. Holidays. * Excellent opportunity for an experienced diagnostics sales account manager to …more",2025-04-13T03:11:39Z,https://www.cv-library.co.uk/logo/big/ff6d07c4f8164404811a276483071dd2,https://www.cv-library.co.uk/job/223342163/Sales-Account-Manager-Molecular-In-Vitro-Diagnostics/apply,UK,cv_library,2025-04-13T14:21:01.305684
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"Senior Sales Engineer - London. This is an opportunity for an experience for a Senior Sales Engineer to join a leading manufacturer of test and measurement solutions for acoustics, audio, and vibration applications. If you have excellent Acoustic or Engineering knowledge with sales experience then …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/job/223341014/Senior-Sales-Engineer/apply,UK,cv_library,2025-04-13T14:20:55.874522
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Senior Sales Engineer - London. This is an opportunity for an experience for a Senior Sales Engineer to join a leading manufacturer of test and measurement solutions for acoustics, audio, and vibration applications. If you have excellent Acoustic or Engineering knowledge with sales experience then …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341014/Senior-Sales-Engineer/apply,UK,cv_library,2025-04-13T14:20:55.887573
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Senior Sales Engineer - London. This is an opportunity for an experience for a Senior Sales Engineer to join a leading manufacturer of test and measurement solutions for acoustics, audio, and vibration applications. If you have excellent Acoustic or Engineering knowledge with sales experience then …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341014/Senior-Sales-Engineer/apply,UK,cv_library,2025-04-13T14:21:00.715994
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Senior Sales Engineer - London. This is an opportunity for an experience for a Senior Sales Engineer to join a leading manufacturer of test and measurement solutions for acoustics, audio, and vibration applications. If you have excellent Acoustic or Engineering knowledge with sales experience then …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341014/Senior-Sales-Engineer/apply,UK,cv_library,2025-04-13T14:21:02.117505
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Position: Part Time Customer Support Advisor at Trinity Estates. Location: Hemel Hempstead, Head Office. Working Hours: 09:00 – 17:15, ( Part Time hours during these core hours. Salary: Pro Rata £23,700 per annum. About Trinity Estates. Trinity are one of the largest residential property management …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/register/apply?autoapply=223341005,UK,cv_library,2025-04-13T14:21:00.258952
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Position: Part Time Customer Support Advisor at Trinity Estates. Location: Hemel Hempstead, Head Office. Working Hours: 09:00 – 17:15, ( Part Time hours during these core hours. Salary: Pro Rata £23,700 per annum. About Trinity Estates. Trinity are one of the largest residential property management …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/register/apply?autoapply=223341005,UK,cv_library,2025-04-13T14:21:02.244132
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"Position: Part Time Customer Support Advisor at Trinity Estates. Location: Hemel Hempstead, Head Office. Working Hours: 09:00 – 17:15, ( Part Time hours during these core hours. Salary: Pro Rata £23,700 per annum. About Trinity Estates. Trinity are one of the largest residential property management …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/register/apply?autoapply=223341005,UK,cv_library,2025-04-13T14:21:01.165136
Sourcing Manager,,,WA16 6EZ,,https://www.cv-library.co.uk/job/223328068,Barclays Bank PLC,"Position: Part Time Customer Support Advisor at Trinity Estates. Location: Hemel Hempstead, Head Office. Working Hours: 09:00 – 17:15, ( Part Time hours during these core hours. Salary: Pro Rata £23,700 per annum. About Trinity Estates. Trinity are one of the largest residential property management …more",,https://www.cv-library.co.uk/logo/small/87b0f0f4e0454b8f84d9dec499dfeb57,https://www.cv-library.co.uk/register/apply?autoapply=223341005,UK,cv_library,2025-04-13T14:21:01.458868
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Position: Part Time Customer Support Advisor at Trinity Estates. Location: Hemel Hempstead, Head Office. Working Hours: 09:00 – 17:15, ( Part Time hours during these core hours. Salary: Pro Rata £23,700 per annum. About Trinity Estates. Trinity are one of the largest residential property management …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/register/apply?autoapply=223341005,UK,cv_library,2025-04-13T14:21:03.637898
